full_name,age,country,rating,club,foot,position,value,wage,reputation
A. O'Connor,27,Republic of Ireland,64,Bradford City,Right,CB,600000,5000,1
F. Piasecki,25,Poland,64,Śląsk Wrocław,Right,ST,875000,2000,1
P. Celeban,35,Poland,64,Śląsk Wrocław,Right,CB,180000,1000,1
K. Tagawa,21,Japan,64,FC Tokyo,Left,ST,1200000,2000,1
T. Bijleveld,22,Netherlands,64,Heracles Almelo,Left,CAM,1300000,2000,1
S. Hoare,26,Republic of Ireland,64,Dundalk,Right,CB,725000,950,1
R. Hunt,24,England,64,Swindon Town,Right,RWB,700000,2000,1
M. Nicolas,22,Germany,64,VfL Osnabrück,Right,GK,1100000,5000,1
B. Adekanye,21,Netherlands,64,Cádiz CF,Left,RW,1400000,9000,1
J. Donacien,26,Saint Lucia,64,Ipswich Town,Right,CB,675000,3000,1
D. Browne,24,Papua New Guinea,64,HJK Helsinki,Right,RM,925000,500,1
C. Borchgrevink,21,Norway,64,Vålerenga Fotball,Right,RWB,1400000,850,1
R. Feltscher,29,Venezuela,64,LA Galaxy,Right,RB,525000,2000,1
B. Tozer,30,England,64,Cheltenham Town,Right,CB,475000,3000,1
M. Abusabaan,30,Saudi Arabia,64,Al Taawoun,Right,CDM,500000,5000,1
L. Kruspzky,28,Argentina,64,Patronato,Left,LB,525000,4000,1
Mateus Couteira,24,Brazil,64,Fortaleza,Right,CB,600000,3000,1
F. Nordkvelle,34,Norway,64,Odds BK,Right,CAM,275000,1000,1
T. Umeda,19,Japan,64,Shimizu S-Pulse,Right,GK,1100000,500,1
C. Montiel,26,Paraguay,64,River Plate Asunción,Left,LB,700000,500,1
A. Spörle,24,Argentina,64,Dundee United,Left,LB,700000,2000,1
D. Stroh-Engel,34,Germany,64,SpVgg Unterhaching,Right,ST,275000,2000,1
R. Popa,23,Romania,64,Politehnica Iaşi,Right,CB,800000,2000,1
A. Manneh,22,Gambia,64,Górnik Zabrze,Left,CAM,1300000,1000,1
Monchu,20,Spain,64,Girona FC,Right,CAM,1400000,18000,1
R. Vikstøl,31,Norway,64,Viking FK,Left,LB,425000,1000,1
L. Duarte,23,Netherlands,64,Sparta Rotterdam,Right,CAM,1200000,2000,1
A. Forde,26,Republic of Ireland,64,Oxford United,Right,LM,650000,3000,1
E. Hurtado,29,United States,64,Sporting Kansas City,Right,ST,575000,2000,1
S. Cox,33,Republic of Ireland,64,Western Sydney Wanderers,Right,ST,375000,3000,1
R. Flynn,31,Scotland,64,St. Mirren,Right,CM,475000,2000,1
Aritz Castro,22,Spain,64,Deportivo Alavés,Right,GK,1300000,3000,1
T. Baya,22,France,64,ESTAC Troyes,Left,LB,1300000,2000,1
E. Agbadou,23,Ivory Coast,64,KAS Eupen,Right,CB,1100000,2000,1
M. Gollner,29,Austria,64,TSV Hartberg,Left,CB,500000,2000,1
Vasquão Junior,32,Brazil,64,Club Athletico Paranaense,Right,CB,375000,3000,1
A. Sienra,20,Argentina,64,Defensa y Justicia,Left,LB,1200000,2000,1
A. Medioub,22,Algeria,64,CD Tondela,Right,CB,825000,6000,1
A. Al Ghamdi,25,Saudi Arabia,64,Al Raed,Left,ST,775000,5000,1
J. Williams,24,Wales,64,Blackpool,Right,CB,850000,2000,1
J. Walton,22,England,64,Barnsley,Right,GK,1100000,2000,1
M. Alonso,35,Uruguay,64,River Plate Montevideo,Right,ST,250000,500,1
Douglas,32,Netherlands,64,FC Würzburger Kickers,Right,CB,375000,4000,2
I. Rivera,25,Mexico,64,Querétaro,Right,RM,700000,3000,1
Arthur Silva,25,Brazil,64,FC Tokyo,Right,CAM,775000,3000,1
M. Mawa,23,Norway,64,Strømsgodset IF,Right,ST,875000,1000,1
D. Lafferty,31,Northern Ireland,64,Shamrock Rovers,Left,LB,425000,900,1
L. Southwood,22,England,64,Reading,Right,GK,1100000,2000,1
D. Jones,23,United States,64,New England Revolution,Right,LB,1200000,2000,1
Marc Castells,30,Spain,64,C.D. Castellón,Right,CB,500000,2000,1
M. Al Sahlawi,33,Saudi Arabia,64,Al Taawoun,Right,ST,375000,6000,2
T. Thiele,28,Germany,64,Viktoria Köln,Right,ST,600000,2000,1
D. Mesenhöler,24,Germany,64,Heracles Almelo,Right,GK,750000,1000,1
M. Léris,22,France,64,Sampdoria,Right,CM,1300000,4000,1
O. Sahraoui,19,Norway,64,Vålerenga Fotball,Right,RM,1400000,850,1
M. Albayrak,28,Turkey,64,BB Erzurumspor,Left,LB,525000,3000,1
O. Salomón,21,Argentina,64,Central Córdoba,Right,CB,1200000,3000,1
F. Hornby,20,Scotland,64,Stade de Reims,Right,ST,1300000,5000,1
G. Giménez,33,Paraguay,64,River Plate Asunción,Right,RB,300000,500,1
N. Castro,29,Argentina,64,Arsenal de Sarandí,Left,LW,575000,3000,1
J. Wießmeier,27,Germany,64,SV Ried,Right,CAM,675000,3000,1
T. Gebauer,38,Austria,64,LASK Linz,Right,GK,60000,3000,1
H. McKirdy,23,England,64,Port Vale,Right,RM,1300000,3000,1
F. Torgnascioli,29,Uruguay,64,Pachuca,Left,GK,450000,3000,1
S. Juma,21,United Arab Emirates,64,Al Ain FC,Right,CB,1300000,500,1
K. Ofori,18,Ghana,64,Fortuna Düsseldorf,Right,CAM,1500000,2000,1
T. Akumu Agay,27,Kenya,64,Kaizer Chiefs,Right,CB,600000,500,1
E. Rodríguez,35,Bolivia,64,Always Ready,Right,RB,180000,500,1
C. Reilly,26,Republic of Ireland,64,AFC Wimbledon,Left,CDM,675000,2000,1
Liu Junshuai,25,China PR,64,Shandong Luneng TaiShan FC,Right,CB,825000,4000,1
A. Spahić,23,Bosnia Herzegovina,64,1. FC Kaiserslautern,Right,GK,1100000,900,1
F. Sivetti,22,Argentina,64,Estudiantes de La Plata,Right,CDM,1200000,3000,1
Jiang Zhe,31,China PR,64,Chongqing Dangdai Lifan FC SWM Team,Right,CDM,400000,3000,1
E. Ibargüen,28,Colombia,64,Deportivo Pasto,Right,ST,600000,750,1
M. Blauensteiner,25,Austria,64,SKN St. Pölten,Right,CB,725000,3000,1
F. Boló,26,Argentina,64,Cusco FC,Left,RM,700000,500,1
M. Litka,24,Germany,64,FC Hansa Rostock,Left,LW,925000,1000,1
Jorge Fernández,28,Spain,64,C.D. Castellón,Right,LM,600000,2000,1
A. Ba,26,Mauritania,64,AJ Auxerre,Left,CB,675000,2000,1
J. Okkels,20,Denmark,64,IF Elfsborg,Right,CAM,1400000,1000,1
F. Assmann,34,Argentina,64,Club Atlético Aldosivi,Right,GK,100000,2000,1
M. Sitti,20,France,64,Waasland-Beveren,Right,CDM,1300000,2000,1
D. Arroyo,28,Ecuador,64,Emelec,Right,CB,525000,500,1
Óscar Clemente,21,Spain,64,UD Las Palmas,Left,LM,1400000,2000,1
K. Rabihic,27,Germany,64,SC Verl,Right,RW,625000,800,1
B. Takougnadi,27,Austria,64,SV Ried,Right,LB,625000,3000,1
M. Kopczyński,28,Poland,64,Warta Poznań,Right,CDM,575000,1000,1
E. Yeşilyurt,26,Germany,64,Sivasspor,Right,RM,700000,4000,1
L. Schlüter,28,Germany,64,Eintracht Braunschweig,Left,LB,525000,4000,1
M. Prieto,34,Paraguay,64,River Plate Asunción,Right,ST,275000,500,1
C. Reiner,22,Austria,64,SV Ried,Right,CB,850000,2000,1
V. Lundberg,29,Sweden,64,BK Häcken,Right,ST,575000,2000,1
K. Tapoko,26,France,64,Grenoble Foot 38,Right,CB,725000,2000,1
Kim Sung Ju,29,Korea Republic,64,Incheon United FC,Left,LM,575000,1000,1
K. Shiihashi,23,Japan,64,Vegalta Sendai,Right,CDM,850000,1000,1
A. Cruz,24,Costa Rica,64,FC Cincinnati,Right,RM,1200000,2000,1
Erico,30,Brazil,64,UTA Arad,Right,CB,475000,2000,1
M. Hilßner,25,Germany,64,Coventry City,Left,CAM,775000,10000,1
L. Millar,20,Canada,64,Liverpool,Right,ST,1400000,13000,1
Y. Asano,23,Japan,64,Sanfrecce Hiroshima,Left,CAM,900000,3000,1
J. Chibuike,31,Nigeria,64,Falkenbergs FF,Left,CAM,475000,950,1
J. Szmatuła,39,Poland,64,Piast Gliwice,Right,GK,60000,1000,1
B. Stevenson,23,England,64,Colchester United,Right,CAM,1200000,3000,1
J. Ward,24,England,64,Peterborough United,Right,RM,825000,3000,1
M. Polaček,30,Slovakia,64,Podbeskidzie Bielsko-Biała,Right,GK,400000,1000,1
J. Osabutey,21,Ghana,64,Oud-Heverlee Leuven,Right,ST,1300000,5000,1
F. Amaya,19,United States,64,FC Cincinnati,Right,CDM,1300000,1000,1
Pablo Moreno,18,Spain,64,Girona FC,Right,ST,1500000,1000,1
D. Schmidt,33,Germany,64,MSV Duisburg,Right,CB,275000,900,1
A. Vukčević,23,Montenegro,64,Waasland-Beveren,Left,LB,875000,2000,1
A. Reyes,20,Colombia,64,Inter Miami,Right,CB,1300000,1000,1
E. Sylvestre,20,France,64,Standard de Liège,Left,CAM,1300000,3000,1
C. Halper,22,Austria,64,SKN St. Pölten,Right,CAM,950000,3000,1
S. Mori,24,Japan,64,Shonan Bellmare,Right,RB,775000,1000,1
M. Asiri,33,Saudi Arabia,64,Al Ahli,Right,ST,375000,9000,1
H. Adelakun,24,England,64,Hull City,Right,RM,925000,9000,1
Marcelo Freitas,26,Brazil,64,CD Nacional,Right,CAM,750000,3000,1
I. Sadiq,20,Ghana,64,FC Nordsjælland,Right,LW,1300000,3000,1
E. Ceïde,18,Norway,64,Rosenborg BK,Right,RM,1500000,850,1
R. Sánchez,26,Mexico,64,Sporting Kansas City,Right,GK,600000,2000,1
J. Hardeveld,25,Netherlands,64,Heracles Almelo,Left,CB,750000,2000,1
E. López,19,Argentina,64,River Plate,Right,RWB,1300000,2000,1
O. Noguera,30,Paraguay,64,Sportivo Luqueño,Right,RB,500000,500,1
A. Adorante,20,Italy,64,Parma,Right,ST,1300000,6000,1
A. Prokić,31,Serbia,64,Stal Mielec,Left,LM,475000,1000,1
R. Hardie,23,Scotland,64,Plymouth Argyle,Right,ST,1200000,3000,1
J. Efmorfidis,24,Greece,64,RKC Waalwijk,Left,CAM,850000,2000,1
N. Thor,34,Sweden,64,IK Sirius,Left,CDM,200000,1000,1
K. McAllister,21,Scotland,64,St. Mirren,Left,CAM,1300000,1000,1
R. Grigore,21,Romania,64,Dinamo Bucureşti,Left,CB,1400000,1000,1
J. Tunnicliffe,26,England,64,Crawley Town,Right,CB,675000,2000,1
U. Adıyaman,22,Turkey,64,Gençlerbirliği SK,Right,GK,1100000,3000,1
J. Mullin,27,Scotland,64,Livingston FC,Right,RM,625000,2000,1
Néstor Querol,32,Spain,64,CE Sabadell FC,Left,LM,475000,2000,1
L. Kassi,25,Ivory Coast,64,Stabæk Fotball,Right,CAM,775000,1000,1
I. Çipe,25,Turkey,64,Kayserispor,Right,GK,650000,9000,1
P. Palacios,32,Paraguay,64,Central Córdoba,Right,ST,475000,3000,1
N. Khacef,22,Algeria,64,CD Tondela,Left,LB,1100000,2000,1
K. Pedersen,27,Denmark,64,Aalborg BK,Right,CB,600000,3000,1
R. Mahazi,28,Australia,64,Incheon United FC,Right,CDM,525000,1000,1
Víctor García,26,Spain,64,C.D. Castellón,Left,LB,700000,2000,1
J. Quiñónez,22,Ecuador,64,SD Aucas,Right,CDM,1200000,500,1
J. Bond,27,England,64,West Bromwich Albion,Right,GK,575000,12000,1
J. Riley,28,England,64,Mansfield Town,Right,RWB,525000,5000,1
Q. Braat,22,France,64,Chamois Niortais Football Club,Right,GK,1100000,1000,1
G. Heinry,30,France,64,FC Chambly Oise,Right,CAM,575000,1000,1
E. Vega,30,Ecuador,64,LDU Quito,Left,CDM,500000,500,1
A. Tordai,23,Romania,64,FC Viitorul,Right,GK,1100000,2000,1
S. Wieser,27,Liechtenstein,64,FC Vaduz,Left,CB,600000,2000,1
A. Gersbach,23,Australia,64,Aarhus GF,Left,LB,1200000,3000,1
E. Massouema,23,France,64,ESTAC Troyes,Right,CDM,1300000,2000,1
I. Durmuş,26,Turkey,64,St. Mirren,Left,LM,700000,2000,1
Junior Messias,29,Brazil,64,Crotone,Left,CF,575000,4000,1
M. Şatin,23,Austria,64,SV Ried,Right,CAM,875000,3000,1
De la Fuente,21,Spain,64,Villarreal CF,Right,CB,1200000,5000,1
Bubacar Djaló,23,Portugal,64,HJK Helsinki,Right,CB,1200000,500,1
K. Ntlhe,26,South Africa,64,Barrow,Left,LB,675000,2000,1
N. Nartey,20,Denmark,64,SV Sandhausen,Right,CAM,1400000,4000,1
D. Carlson,22,Luxembourg,64,Karlsruher SC,Left,LB,1100000,2000,1
J. Navas,26,Argentina,64,Arsenal de Sarandí,Right,RB,700000,2000,1
J. Clarke,25,England,64,Wigan Athletic,Right,RB,725000,1000,1
R. Preißinger,23,Germany,64,FC Ingolstadt 04,Left,LWB,800000,2000,1
Yu Yang,30,China PR,64,Beijing Sinobo Guoan FC,Right,CB,475000,4000,1
M. Cebula,24,Poland,64,Raków Częstochowa,Right,RM,850000,2000,1
J. Bjørdal,34,Norway,64,Vålerenga Fotball,Right,CB,190000,1000,1
T. van de Looi,20,Netherlands,64,Brescia,Right,CM,1200000,5000,1
A. Solano,22,Colombia,64,FC Barcelona,Right,RB,1300000,8000,1
C. Johansson,26,Sweden,64,Falkenbergs FF,Right,CB,650000,900,1
D. O'Shaughnessy,25,Finland,64,HJK Helsinki,Left,CB,775000,500,1
S. Golbourne,32,England,64,Shrewsbury,Left,LWB,400000,2000,1
Kenny Rocha Santos,20,Cape Verde,64,AS Nancy Lorraine,Right,CAM,1300000,1000,1
Lee Sang Ki,24,Korea Republic,64,Sangju Sangmu FC,Right,RM,775000,2000,1
Park Tae Min,34,Korea Republic,64,Seongnam FC,Right,LB,210000,1000,1
A. Mehring,26,Argentina,64,Liverpool Fútbol Club,Right,GK,675000,500,1
I. Ba,29,France,64,Pau FC,Right,ST,575000,2000,1
L. Jonsson,27,Sweden,64,IK Sirius,Right,GK,575000,950,1
M. Costly,24,Germany,64,SV Waldhof Mannheim,Right,RM,850000,1000,1
Duan Liuyu,21,China PR,64,Shandong Luneng TaiShan FC,Right,RM,1300000,3000,1
M. Taabouni,18,Netherlands,64,AZ Alkmaar,Right,CAM,1500000,900,1
T. Bishop,23,England,64,Ipswich Town,Right,CAM,925000,3000,1
Rômulo,24,Brazil,64,Busan IPark,Left,CAM,1200000,2000,1
H. Ouro-Sama,22,Togo,64,LOSC Lille,Right,CB,1200000,6000,1
C. Hidalgo,34,Colombia,64,Deportivo Pasto,Right,ST,275000,750,1
S. McLaughlin,30,Republic of Ireland,64,Mansfield Town,Left,RM,575000,5000,1
A. Calcan,26,Romania,64,Politehnica Iaşi,Right,CAM,700000,3000,1
Y. Kitala,22,France,64,FC Sochaux-Montbéliard,Left,ST,1300000,2000,1
S. Asan,21,Turkey,64,Trabzonspor,Right,RB,850000,5000,1
L. Legge,35,England,64,Port Vale,Right,CB,150000,2000,1
D. Moldovan,30,Romania,64,Chindia Târgovişte,Right,GK,400000,1000,1
S. Zellner,29,Germany,64,1. FC Saarbrücken,Right,CB,500000,2000,1
I. Näsberg,24,Norway,64,Vålerenga Fotball,Left,CB,1200000,1000,1
J. Nietfeld,26,Germany,64,Hallescher FC,Right,ST,775000,2000,1
J. Mvondo,22,Cameroon,64,Albacete BP,Right,CDM,1200000,2000,1
M. Almebäck,32,Sweden,64,Örebro SK,Right,CB,375000,1000,1
D. Yongwa,19,Cameroon,64,Chamois Niortais Football Club,Left,LWB,1300000,900,1
A. Mosquera,28,Colombia,64,Independiente Medellín,Left,GK,475000,850,1
J. Leutwiler,31,Canada,64,Fleetwood Town,Right,GK,300000,2000,1
Kim Soo Beom,29,Korea Republic,64,Gangwon FC,Right,LWB,525000,2000,1
J. Vela,26,England,64,Shrewsbury,Right,CDM,750000,3000,1
A. Gilliead,24,England,64,Scunthorpe United,Right,RM,850000,4000,1
P. Lipski,26,Poland,64,Piast Gliwice,Right,CAM,725000,2000,1
A. Maldonado,22,Argentina,64,Club Atlético Banfield,Right,CB,1200000,3000,1
M. Soisalo,22,Finland,64,SV Zulte-Waregem,Right,RM,1200000,3000,1
K. Igboananike,31,Nigeria,64,IK Sirius,Right,ST,500000,1000,1
J. White,28,Scotland,64,Motherwell,Right,ST,600000,2000,1
M. Godinho,23,Canada,64,FSV Zwickau,Right,RWB,1100000,550,1
N. Messiniti,24,Argentina,64,Independiente,Right,ST,1200000,4000,1
L. Rota,22,Greece,64,Fortuna Sittard,Right,RB,1100000,2000,1
A. Bone,31,Ecuador,64,Emelec,Right,GK,300000,500,1
S. Al Khaibari,30,Saudi Arabia,64,Al Fayha,Right,CB,475000,5000,1
R. Minor Petersen,31,Denmark,64,Odds BK,Left,CB,400000,1000,1
D. Maekawa,25,Japan,64,Vissel Kobe,Right,GK,650000,2000,1
F. Hörberg,21,Sweden,64,Östersunds FK,Right,RM,1300000,1000,1
E. Mihaj,21,Albania,64,PAOK,Right,CB,1200000,500,1
S. Scannell,29,Republic of Ireland,64,Grimsby Town,Right,RM,575000,3000,1
B. Uaferro,28,Germany,64,1. FC Saarbrücken,Right,CB,500000,2000,1
Collado,21,Spain,64,FC Barcelona,Left,CAM,1400000,18000,1
L. Hendrie,25,England,64,Grimsby Town,Right,RB,675000,2000,1
I. Sapała,24,Poland,64,Raków Częstochowa,Right,CDM,850000,1000,1
B. Passi,22,France,64,Chamois Niortais Football Club,Right,CB,1200000,1000,1
T. Yasui,21,Japan,64,Vissel Kobe,Right,CDM,1200000,2000,1
A. Aremu,20,Nigeria,64,FC St. Pauli,Right,CB,1300000,3000,1
Belman,21,Spain,64,CF Fuenlabrada,Right,GK,1100000,950,1
R. Šimović,29,Sweden,64,Odds BK,Right,ST,575000,2000,1
O. Kristinsson,31,Iceland,64,,Right,GK,0,0,1
D. Węglarz,24,Poland,64,Jagiellonia Białystok,Right,GK,675000,2000,1
Park Han Bin,22,Korea Republic,64,Daegu FC,Right,CM,1300000,2000,1
D. Frick,30,Germany,64,FSV Zwickau,Right,CDM,475000,650,1
S. Baptiste,22,Grenada,64,Brentford,Right,CM,1300000,8000,1
Chuca,23,Spain,64,Wisła Kraków,Right,CAM,1300000,1000,1
M. El Idrissy,21,France,64,AC Ajaccio,Right,ST,1400000,1000,1
Brian Araújo,20,Portugal,64,Gil Vicente FC,Right,GK,1100000,1000,1
L. Kalludra,28,Sweden,64,Kristiansund BK,Right,CAM,575000,1000,1
H. Al Mansour,27,Saudi Arabia,64,Al Nassr,Left,LB,625000,8000,1
A. Jackson-Hamel,26,Canada,64,Montreal Impact,Right,ST,700000,2000,1
Kim Dae Won,23,Korea Republic,64,Daegu FC,Right,RM,1300000,2000,1
A. Faría,36,Venezuela,64,AC Mineros de Guayana,Right,RB,130000,500,1
L. Lauberbach,22,Germany,64,Holstein Kiel,Right,ST,1300000,5000,1
S. Bauer,27,Austria,64,FC Admira Wacker Mödling,Right,CB,625000,3000,1
M. Bloomfield,36,England,64,Wycombe Wanderers,Right,CM,180000,3000,1
L. Bengtsson,22,Sweden,64,BK Häcken,Right,RM,1300000,2000,1
N. Yamada,29,Japan,64,Shonan Bellmare,Right,CF,575000,1000,1
S. Caldwell,29,United States,64,New England Revolution,Right,CDM,575000,2000,1
K. Ford,24,United States,64,Colorado Rapids,Right,CB,1100000,2000,1
M. Nielsen,29,Denmark,64,Randers FC,Right,CB,500000,3000,1
E. Alfaro,32,Uruguay,64,Liverpool Fútbol Club,Right,ST,475000,500,1
J. Hamilton,24,Canada,64,Columbus Crew SC,Left,ST,925000,2000,1
Y. Abe,38,Japan,64,Urawa Red Diamonds,Right,CDM,110000,2000,1
C. Tilt,28,England,64,Wigan Athletic,Left,CB,550000,9000,1
J. Mina,18,Ecuador,64,SV Werder Bremen,Left,CAM,1400000,2000,1
Park Dong Jin,25,Korea Republic,64,Sangju Sangmu FC,Right,CB,775000,3000,1
F. Navarro,20,Argentina,64,Club Atlético Talleres,Right,CDM,1500000,3000,1
M. Sykes,22,Northern Ireland,64,Oxford United,Right,RM,1300000,2000,1
P. Tomasik,32,Poland,64,Wisła Płock,Left,LM,475000,2000,1
Lee Min Gi,27,Korea Republic,64,GwangJu FC,Left,LB,625000,1000,1
L. Cabral,36,Paraguay,64,Nacional Asunción,Left,CB,100000,500,1
J. Gibbons,22,England,64,Port Vale,Right,RWB,1300000,3000,1
A. Bakayoko,22,France,64,Inter,Right,RM,1400000,16000,1
G. Hatano,22,Japan,64,FC Tokyo,Right,GK,775000,2000,1
V. Mañón,28,Mexico,64,FC Juárez,Right,ST,600000,4000,1
A. Achahbar,26,Netherlands,64,Sepsi OSK,Left,CAM,775000,3000,1
F. Darwish,28,Saudi Arabia,64,Al Taawoun,Right,RB,525000,6000,1
Kim Sun Min,28,Korea Republic,64,Daegu FC,Right,CM,575000,2000,1
V. Karpov,17,Russia,64,PFC CSKA Moscow,Right,CB,1200000,500,1
O. Urunov,19,Uzbekistan,64,Spartak Moscow,Right,CAM,1400000,6000,1
M. Lampson,30,United States,64,Columbus Crew SC,Right,GK,400000,2000,1
J. O'Sullivan,26,Republic of Ireland,64,Morecambe,Right,RM,650000,3000,1
S. Sané,27,Germany,64,FC Würzburger Kickers,Right,ST,625000,5000,1
M. Hughes,33,England,64,Accrington Stanley,Right,CB,275000,1000,1
L. Dias,21,France,64,Nîmes Olympique,Right,GK,1100000,3000,1
J. Beste,21,Germany,64,SSV Jahn Regensburg,Left,LWB,1300000,4000,1
J. Yeboah,20,Germany,64,Willem II,Left,LM,1500000,2000,1
K. Isa,28,Japan,64,Oita Trinita,Left,ST,600000,1000,1
A. Doughty,20,England,64,Charlton Athletic,Left,LWB,1300000,2000,1
J. Vaughan,31,England,64,Tranmere Rovers,Right,ST,500000,3000,1
R. Deaconu,23,Romania,64,Gaz Metan Mediaş,Left,CAM,1200000,2000,1
Marc Echarri,21,Spain,64,Rayo Vallecano,Right,ST,1300000,2000,1
F. Andueza,23,Uruguay,64,Central Córdoba,Left,CB,1200000,2000,1
D. Samuel,26,England,64,Gillingham,Right,ST,775000,3000,1
J. Ávila,28,Colombia,64,Club Atlético Grau,Right,CB,600000,500,1
P. Ochs,23,Germany,64,Hannover 96,Left,LM,1100000,5000,1
Park Won Jae,36,Korea Republic,64,Jeonbuk Hyundai Motors,Left,LB,130000,2000,1
A. Al Jadani,29,Saudi Arabia,64,Al Hilal,Right,GK,450000,7000,1
Y. Pambou,24,Congo,64,Gaz Metan Mediaş,Left,CM,875000,2000,1
P. Abraham,17,Sweden,64,AIK,Right,CAM,1500000,500,1
Lee Jae Sung,31,Korea Republic,64,Incheon United FC,Right,CB,400000,1000,1
C. Melinte,32,Romania,64,UTA Arad,Right,CB,375000,2000,1
K. Choi,25,Korea Republic,64,Karlsruher SC,Right,CAM,850000,3000,1
R. Leal,23,Costa Rica,64,Nashville SC,Right,CAM,925000,2000,1
G. Middleton,20,Scotland,64,Rangers FC,Left,LM,1400000,8000,1
Guillem Jaime,21,Spain,64,C.D. Castellón,Right,RM,1400000,1000,1
S. Lentinelly,22,Uruguay,64,Liverpool Fútbol Club,Right,GK,1100000,500,1
P. Adorno,24,Paraguay,64,Club Libertad,Left,CB,850000,500,1
Peng Xinli,28,China PR,64,Shanghai Greenland Shenhua FC,Left,CM,575000,4000,1
D. Jaiyesimi,22,England,64,Swindon Town,Right,RM,1200000,3000,1
B. Mohsni,32,Tunisia,64,Grimsby Town,Right,CB,375000,2000,1
C. Cropper,27,United States,64,Houston Dynamo,Right,GK,525000,2000,1
C. Álvarez,27,Argentina,64,Deportivo Pasto,Right,CAM,625000,650,1
I. Harkes,25,United States,64,Dundee United,Right,CAM,800000,2000,1
C. Dikamona,30,Congo,64,Kilmarnock,Right,CB,475000,2000,1
A. Morgan,29,Canada,64,Real Salt Lake,Left,LB,525000,2000,1
L. Doucouré,29,France,64,FC Chambly Oise,Right,ST,575000,2000,1
G. Burón,26,Mexico,64,Club León,Right,RWB,675000,5000,1
A. Georgen,21,France,64,AJ Auxerre,Right,RB,1300000,1000,1
F. Wagner,22,Germany,64,KFC Uerdingen 05,Right,CM,1300000,2000,1
K. Watanabe,21,Japan,64,Yokohama F. Marinos,Right,CAM,1300000,2000,1
G. Raspadori,20,Italy,64,Sassuolo,Right,ST,1400000,6000,1
L. Sercombe,30,England,64,Cheltenham Town,Right,CM,550000,3000,1
S. Kehli,29,France,64,Oud-Heverlee Leuven,Right,CAM,575000,4000,1
B. Halliday,24,England,64,Doncaster Rovers,Right,RWB,750000,2000,1
R. O'Donovan,34,Republic of Ireland,64,Newcastle Jets,Right,ST,275000,1000,1
L. Mai,20,Germany,64,SV Darmstadt 98,Right,CB,1300000,1000,1
H. Vera Oviedo,29,Paraguay,64,Central Córdoba,Right,CB,500000,3000,1
L. Marchi,23,Argentina,64,Arsenal de Sarandí,Left,LWB,1100000,2000,1
S. Magkeev,21,Russia,64,Lokomotiv Moscow,Right,CB,1400000,7000,1
C. Butcher,29,England,64,Dundee United,Right,CB,575000,2000,1
A. Al Bishi,26,Saudi Arabia,64,Al Ittihad,Left,LM,700000,9000,1
S. Reyes,22,Mexico,64,Puebla FC,Left,LB,1100000,2000,1
E. Tallig,20,Germany,64,TSV 1860 München,Left,CAM,1300000,550,1
A. Jusino,27,Bolivia,64,Club Bolívar,Right,CB,600000,500,1
G. Gazzaniga,26,Argentina,64,SD Ponferradina,Right,GK,675000,2000,1
V. Thill,20,Luxembourg,64,CD Nacional,Left,CAM,1400000,2000,1
João Queirós,22,Portugal,64,1. FC Köln,Left,CB,1200000,5000,1
Chen Binbin,22,China PR,64,Shanghai SIPG FC,Left,LM,1300000,3000,1
M. Toye,21,United States,64,Montreal Impact,Right,ST,1300000,2000,1
F. Romero,25,Uruguay,64,Liverpool Fútbol Club,Right,RB,800000,500,1
M. Mejía,25,Ecuador,64,Emelec,Right,CB,700000,500,1
Patrick,26,Cape Verde,64,Farense,Right,ST,775000,2000,1
I. Domínguez,20,Mexico,64,Club Necaxa,Right,LB,1300000,2000,1
Romário,34,Brazil,64,Kalmar FF,Right,CAM,275000,1000,1
Rodny Cabral,25,Cape Verde,64,Politehnica Iaşi,Right,RB,725000,2000,1
T. Königsmann,23,Germany,64,SV Waldhof Mannheim,Right,GK,1000000,700,1
J. Kamiński,18,Poland,64,Lech Poznań,Right,RM,1500000,900,1
D. Massey,32,Republic of Ireland,64,Dundalk,Left,LB,400000,950,1
Zelu,24,Spain,64,UD Logroñés,Right,RM,925000,2000,1
M. O'Hara,24,Scotland,64,Motherwell,Right,RM,875000,2000,1
I. Benegas,32,Paraguay,64,Jorge Wilstermann,Right,CB,375000,500,1
B. Al Mutairi,30,Saudi Arabia,64,Al Fayha,Left,LB,500000,5000,1
A. Kecskés,24,Hungary,64,FC Lugano,Right,CB,1200000,2000,1
